NEWS_TYPE,BEDROOM_NUMBER,BATH_ROOM_NUMBER,AREA,APARTMENT_TYPE,FURNITURE_TYPE,PRICE,LATITUDE,LONGITUDE
 môi giới ,1.0,1.0,33.0,chung cư thường,full,3.1,21.0164183,105.94484409999998
 môi giới ,1.0,1.0,55.0,chung cư thường,cơ bản,8.5,21.0349188,105.76439750000002
 môi giới ,1.0,1.0,35.0,chung cư mini,full cao cấp,4.2,21.0462978,105.79942109999999
 môi giới ,3.0,2.0,120.0,chung cư thường,full,12.0,21.037222,105.775981
 môi giới ,3.0,2.0,91.0,chung cư thường,full,6.5,21.077988100000002,105.78690859999999
 cá nhân ,1.0,1.0,50.0,chung cư cao cấp,full cao cấp,5.9,20.993629100000003,105.80592240000001
 cá nhân ,2.0,2.0,105.0,chung cư thường,full,13.5,21.0338931,105.77029499999999
 cá nhân ,2.0,1.0,45.0,chung cư thường,full,3.0,20.9932841,105.7965418
 cá nhân ,3.0,2.0,145.5,chung cư thường,unk,9.0,20.9668228,105.77012240000002
 môi giới ,3.0,2.0,140.0,chung cư thường,full,15.0,21.031007000000002,105.75989750000001
 cá nhân ,1.0,1.0,45.0,chung cư thường,full,4.1,20.995676899999996,105.8301879
 môi giới ,2.0,1.0,35.0,chung cư mini,full,4.5,20.971162600000003,105.78358770000001
 cá nhân ,2.0,1.0,35.0,chung cư mini,full,4.5,20.969992,105.80656040000001
 môi giới ,3.0,2.0,130.0,chung cư thường,full,9.0,21.0306915,105.7592122
 môi giới ,1.0,1.0,45.0,chung cư thường,full,3.6,20.988253699999998,105.79883729999999
 cá nhân ,1.0,1.0,35.0,chung cư thường,full,5.8,21.0272556,105.83269920000001
 môi giới ,1.0,1.0,30.0,chung cư thường,full,4.5,21.063099100000002,105.82433780000001
 môi giới ,1.0,1.0,35.0,chung cư thường,unk,6.2,20.985499700000002,105.8139041
 môi giới ,3.0,2.0,115.0,chung cư thường,unk,9.0,21.0309202,105.75924140000001
 môi giới ,1.0,1.0,27.0,chung cư thường,unk,3.0,21.020802800000002,105.77174550000001
 môi giới ,1.0,1.0,20.0,chung cư thường,unk,2.5,21.02271,105.79254579999998
 môi giới ,1.0,1.0,25.0,chung cư tập thể,nguyên bản,2.5,21.0255204,105.83330670000001
 cá nhân ,2.0,2.0,70.0,chung cư thường,full,12.5,21.022996399999997,105.79280279999999
 môi giới ,1.0,1.0,30.0,chung cư thường,full,3.4,20.979715300000002,105.7723385
 môi giới ,1.0,1.0,35.0,chung cư studio,full,6.0,21.045335,105.8404731
 cá nhân ,2.0,2.0,62.0,chung cư thường,unk,9.5,21.0333475,105.7698529
 môi giới ,1.0,1.0,25.0,chung cư mini,full cao cấp,3.9,21.0093579,105.7976247
 môi giới ,3.0,2.0,126.0,chung cư thường,nguyên bản,14.0,21.085260199999997,105.816961
 cá nhân ,2.0,1.0,35.0,chung cư tập thể,full,5.5,21.000549300000003,105.8289847
 cá nhân ,2.0,1.0,48.0,chung cư thường,unk,7.5,21.0086145,105.83409099999999
 môi giới ,2.0,1.0,75.0,chung cư thường,unk,10.0,21.0248712,105.8328825
 môi giới ,3.0,2.0,80.0,chung cư tập thể,full,7.5,21.014177399999998,105.81084059999999
 môi giới ,2.0,2.0,100.0,chung cư thường,full,10.5,21.067215700000002,105.8281244
 môi giới ,2.0,2.0,94.0,chung cư thường,unk,13.0,21.035113600000003,105.76946650000001
 cá nhân ,3.0,2.0,98.0,chung cư thường,full,20.0,21.004368,105.80238270000001
 môi giới ,2.0,2.0,65.0,chung cư thường,full,7.0,21.0004684,105.7623624
 môi giới ,2.0,2.0,80.0,chung cư thường,full,13.0,21.029407100000004,105.775057
 cá nhân ,2.0,2.0,73.0,chung cư thường,full cao cấp,8.0,21.061879,105.9130088
 môi giới ,3.0,2.0,130.0,chung cư thường,full,11.5,20.9916037,105.7845561
 môi giới ,1.0,1.0,25.0,chung cư mini,full,2.8,21.0301401,105.83696100000002
 môi giới ,1.0,1.0,42.0,chung cư mini,unk,4.5,21.0232671,105.7946587
 môi giới ,2.0,2.0,85.0,chung cư thường,unk,8.0,20.9980033,105.80355420000001
 môi giới ,3.0,2.0,102.0,chung cư thường,full,9.0,21.030646100000002,105.7692892
 môi giới ,2.0,2.0,67.0,chung cư studio,full cao cấp,6.0,21.0164183,105.94484409999998
 môi giới ,2.0,1.0,60.0,chung cư thường,full,7.0,21.031952899999997,105.7995321
 môi giới ,2.0,1.0,55.0,chung cư thường,cơ bản,10.0,21.036706699999996,105.78639380000001
 môi giới ,1.0,1.0,46.0,chung cư studio,full,2.5,21.0164183,105.94484409999998
 môi giới ,1.0,1.0,60.0,chung cư thường,full cao cấp,7.0,21.0458213,105.79780009999999
 môi giới ,1.0,1.0,30.0,chung cư thường,full,3.6,20.979715300000002,105.7723385
 môi giới ,1.0,1.0,25.0,chung cư thường,unk,2.6,21.0193284,105.80146090000002
 môi giới ,2.0,1.0,75.0,chung cư thường,cơ bản,6.0,20.9713643,105.8280009
 môi giới ,3.0,2.0,100.0,chung cư thường,full cao cấp,9.0,20.9829788,105.8349562
 môi giới ,2.0,2.0,85.0,chung cư thường,unk,9.0,21.073835100000004,105.8076991
 môi giới ,3.0,2.0,110.0,chung cư thường,full cao cấp,15.5,21.025776800000003,105.7917203
 môi giới ,2.0,1.0,44.0,chung cư tập thể,full,5.5,21.0123071,105.84517579999999
 môi giới ,1.0,1.0,50.0,chung cư thường,full,7.0,21.0129882,105.82001399999999
 môi giới ,1.0,1.0,43.0,chung cư thường,full,5.0,21.0164183,105.94484409999998
 môi giới ,1.0,1.0,35.0,chung cư thường,unk,3.5,21.0110823,105.80475600000001
 môi giới ,2.0,1.0,50.0,chung cư thường,unk,4.5,21.0547763,105.809004
 môi giới ,2.0,2.0,74.0,chung cư thường,full,8.0,20.989526100000003,105.86547709999999
 môi giới ,3.0,2.0,160.0,chung cư thường,full cao cấp,14.0,21.0361206,105.8168371
 cá nhân ,1.0,1.0,20.0,chung cư mini,full,2.8,21.019181600000003,105.8353396
 cá nhân ,1.0,1.0,38.0,chung cư thường,full,5.5,21.0419911,105.8205621
 cá nhân ,1.0,1.0,15.0,chung cư thường,full,2.7,21.008830800000002,105.86323840000001
 cá nhân ,1.0,1.0,40.0,chung cư mini,unk,4.3,21.0044389,105.82794879999999
 môi giới ,2.0,2.0,80.0,chung cư thường,full,8.0,21.0032299,105.77861419999999
 môi giới ,1.0,1.0,50.0,chung cư thường,unk,6.8,21.010136300000003,105.79867709999999
 cá nhân ,1.0,1.0,30.0,chung cư thường,full,4.0,21.0088255,105.8630683
 môi giới ,2.0,1.0,30.0,chung cư mini,unk,3.5,21.0376138,105.764027
 cá nhân ,1.0,1.0,40.0,chung cư mini,full,4.0,21.013239600000002,105.83356850000001
 môi giới ,3.0,2.0,118.0,chung cư thường,full cao cấp,13.0,21.0141788,105.7775527
 môi giới ,1.0,1.0,40.0,chung cư thường,unk,5.5,21.031430800000003,105.8241335
 môi giới ,1.0,1.0,27.0,chung cư thường,unk,4.0,21.0088595,105.79694450000001
 môi giới ,2.0,1.0,68.0,chung cư thường,full cao cấp,8.5,21.0180002,105.7821755
 cá nhân ,1.0,1.0,30.0,chung cư tập thể,unk,3.5,21.032144199999998,105.84533640000001
 môi giới ,1.0,1.0,35.0,chung cư mini,full,4.0,21.016108600000003,105.83795
 cá nhân ,2.0,1.0,48.0,chung cư mini,full,5.0,21.0387273,105.7709706
 cá nhân ,1.0,1.0,28.0,chung cư mini,full,3.5,21.0396753,105.7634611
 môi giới ,2.0,1.0,59.0,chung cư thường,nguyên bản,6.0,21.0004684,105.7623624
 môi giới ,3.0,2.0,102.0,chung cư thường,cơ bản,12.0,21.035113600000003,105.76946650000001
 môi giới ,2.0,2.0,82.0,chung cư thường,full,10.0,21.085260199999997,105.816961
 môi giới ,2.0,2.0,96.0,chung cư thường,cơ bản,13.0,21.077988100000002,105.78690859999999
 môi giới ,2.0,1.0,50.0,chung cư thường,full,6.0,21.0309984,105.80007690000001
 môi giới ,1.0,1.0,25.0,chung cư mini,full,4.3,21.045779100000004,105.8115146
 môi giới ,2.0,2.0,65.0,chung cư thường,full,7.0,20.9599379,105.83375459999999
 môi giới ,2.0,2.0,65.0,chung cư thường,unk,7.0,20.9599379,105.83375459999999
 môi giới ,2.0,1.0,68.0,chung cư thường,full,10.0,21.018106200000002,105.8286858
 môi giới ,1.0,1.0,25.0,chung cư mini,cơ bản,3.6,21.0105633,105.7994223
 môi giới ,2.0,1.0,25.0,chung cư mini,full,3.5,21.001921,105.824398
 môi giới ,1.0,1.0,40.0,chung cư studio,full,5.5,21.0211462,105.77557900000001
 môi giới ,1.0,2.0,35.0,chung cư thường,unk,6.0,21.0362115,105.78697720000001
 cá nhân ,2.0,1.0,42.0,chung cư thường,full,3.5,20.9797635,105.8280568
 cá nhân ,2.0,1.0,70.0,chung cư thường,unk,5.0,20.933180899999996,106.05899950000001
 môi giới ,1.0,1.0,40.0,chung cư mini,full,5.5,21.0105633,105.7994223
 môi giới ,3.0,2.0,77.0,chung cư thường,cơ bản,10.0,20.9838668,105.84291640000001
 môi giới ,2.0,2.0,67.0,chung cư thường,unk,7.5,21.046039800000003,105.7932705
 môi giới ,2.0,1.0,65.0,chung cư thường,full,6.5,20.9342593,106.25194109999998
 môi giới ,3.0,2.0,96.0,chung cư thường,cơ bản,8.0,20.9624229,105.7640866
 môi giới ,3.0,2.0,80.5,chung cư studio,full,10.0,21.0164183,105.94484409999998
 môi giới ,1.0,1.0,50.0,chung cư mini,full,5.0,21.0001492,105.8312638
 cá nhân ,2.0,1.0,48.0,chung cư mini,unk,5.0,21.0405018,105.76401259999999
 môi giới ,1.0,1.0,45.0,chung cư thường,unk,7.0,21.0193823,105.82741599999999
 môi giới ,2.0,1.0,55.0,chung cư thường,full,9.5,21.0004684,105.7623624
 cá nhân ,2.0,1.0,75.0,chung cư tập thể,full,8.0,21.005802600000003,105.85490490000001
 môi giới ,3.0,2.0,120.0,chung cư thường,cơ bản,13.0,21.034464,105.795604
 môi giới ,2.0,2.0,56.0,chung cư thường,cơ bản,9.0,21.0349188,105.76439750000002
 môi giới ,2.0,2.0,70.0,chung cư thường,full cao cấp,8.0,21.060536,105.8331321
 môi giới ,4.0,2.0,114.0,chung cư thường,unk,9.0,21.0174168,105.7820991
 môi giới ,1.0,1.0,28.0,chung cư thường,unk,3.2,21.0477665,105.74567250000001
 môi giới ,1.0,1.0,35.0,chung cư mini,unk,5.2,21.0160868,105.83195390000002
 môi giới ,1.0,1.0,20.0,chung cư mini,unk,2.7,21.0435739,105.77841780000001
 cá nhân ,2.0,1.0,70.0,chung cư thường,full,8.2,21.032035399999998,105.8269505
 môi giới ,2.0,2.0,98.0,chung cư thường,full,16.0,21.0641913,105.8097712
 cá nhân ,1.0,1.0,43.0,chung cư thường,full,5.0,21.0164183,105.94484409999998
 môi giới ,1.0,1.0,38.0,chung cư thường,unk,5.0,21.0220401,105.79774170000002
 môi giới ,2.0,1.0,55.0,chung cư thường,full,7.0,21.030139300000002,105.8099499
 cá nhân ,1.0,1.0,30.0,chung cư mini,unk,3.5,21.0032299,105.77861419999999
 môi giới ,1.0,1.0,28.0,chung cư mini,unk,4.2,21.0045903,105.81143870000001
 môi giới ,2.0,1.0,55.0,chung cư thường,full,8.0,20.994305999999998,105.7998479
 môi giới ,1.0,1.0,50.0,chung cư thường,full,7.5,21.031156600000003,105.7914558
 môi giới ,3.0,1.0,107.0,chung cư thường,cơ bản,16.0,21.030646100000002,105.7692892
 môi giới ,2.0,1.0,40.0,chung cư tập thể,full,5.5,21.000549300000003,105.8289847
 môi giới ,1.0,1.0,30.0,chung cư thường,full,7.0,21.033100899999997,105.8169706
 môi giới ,3.0,2.0,75.0,chung cư thường,full cao cấp,10.0,21.0164183,105.94484409999998
 môi giới ,1.0,1.0,50.0,chung cư thường,full,7.5,21.0135604,105.8026767
 môi giới ,2.0,1.0,65.0,chung cư tập thể,cơ bản,6.5,21.0240384,105.8155878
 môi giới ,2.0,2.0,83.0,chung cư thường,cơ bản,12.0,21.0408246,105.76622490000001
 môi giới ,1.0,1.0,48.0,chung cư thường,full,7.0,21.032723,105.7984797
 môi giới ,2.0,1.0,55.0,chung cư thường,full,8.5,21.0281178,105.8069574
 môi giới ,1.0,1.0,24.0,chung cư studio,full,3.8,20.998346899999998,105.82595409999999
 môi giới ,1.0,1.0,50.0,chung cư thường,unk,7.5,21.016934600000003,105.7775273
 môi giới ,1.0,1.0,45.0,chung cư thường,full,7.0,21.0396318,105.8276543
 môi giới ,3.0,3.0,103.0,chung cư thường,full,11.0,21.031007000000002,105.75989750000001
 môi giới ,1.0,1.0,30.0,chung cư mini,full,4.6,21.011481600000003,105.77678940000001
 môi giới ,2.0,2.0,75.0,chung cư thường,full,8.0,21.0174168,105.7820991
 môi giới ,2.0,2.0,77.0,chung cư thường,cơ bản,9.0,21.006041399999997,105.80651040000001
 môi giới ,2.0,2.0,83.0,chung cư thường,full cao cấp,16.0,20.9997728,105.8145324
 môi giới ,2.0,1.0,40.0,chung cư thường,full,5.0,21.0235829,105.8052281
 môi giới ,1.0,1.0,40.0,chung cư thường,full,5.5,21.046039800000003,105.7932705
 môi giới ,2.0,2.0,80.0,chung cư thường,full cao cấp,11.0,21.0349188,105.76439750000002
 môi giới ,2.0,2.0,72.0,chung cư thường,unk,8.0,20.9959857,105.80216920000001
 môi giới ,3.0,2.0,125.0,chung cư thường,full cao cấp,17.0,20.9997728,105.8145324
 môi giới ,3.0,2.0,80.0,chung cư thường,unk,9.0,21.0174168,105.7820991
 môi giới ,1.0,1.0,25.0,chung cư mini,unk,4.0,21.0036206,105.8110679
 môi giới ,3.0,2.0,90.0,chung cư thường,full,11.5,21.0161952,105.7802602
 cá nhân ,2.0,1.0,40.0,chung cư tập thể,unk,3.5,21.005197600000002,105.83551640000002
 môi giới ,2.0,1.0,86.0,chung cư thường,full,10.0,21.0425913,105.8413571
 môi giới ,3.0,2.0,115.0,chung cư thường,full,16.0,21.0007314,105.8160439
 môi giới ,2.0,2.0,69.5,chung cư studio,full cao cấp,6.5,21.0164183,105.94484409999998
 môi giới ,3.0,2.0,116.0,chung cư thường,full,14.5,21.023382199999997,105.7933115
 môi giới ,2.0,2.0,94.0,chung cư thường,full cao cấp,11.0,21.035113600000003,105.76946650000001
 môi giới ,2.0,1.0,75.0,chung cư thường,full,6.5,21.004614800000002,105.80407959999998
 môi giới ,2.0,1.0,62.0,chung cư thường,full,8.0,21.0135604,105.8026767
 môi giới ,1.0,1.0,42.0,chung cư thường,full cao cấp,6.5,21.0041237,105.78195690000001
 cá nhân ,1.0,1.0,35.0,chung cư tập thể,unk,2.6,21.0011935,105.8267085
 môi giới ,1.0,,35.0,chung cư thường,full,4.2,21.0036206,105.8110679
 môi giới ,1.0,1.0,25.0,chung cư mini,full,4.0,21.0462783,105.7955725
 môi giới ,1.0,1.0,28.0,chung cư mini,full,3.6,21.0036206,105.8110679
 cá nhân ,2.0,2.0,80.0,chung cư thường,full,10.0,20.9646872,105.86851740000002
 cá nhân ,2.0,1.0,66.0,chung cư thường,unk,4.5,20.9920892,105.7996213
 cá nhân ,2.0,2.0,55.0,chung cư thường,unk,6.5,20.9599379,105.83375459999999
 môi giới ,1.0,1.0,30.0,chung cư thường,unk,3.0,21.0533486,105.9009639
 cá nhân ,1.0,1.0,35.0,chung cư tập thể,unk,3.2,20.9940999,105.79816650000001
 cá nhân ,2.0,1.0,90.0,chung cư thường,nguyên bản,5.0,21.064655399999996,105.90816799999999
 cá nhân ,3.0,2.0,70.0,chung cư thường,full,10.0,20.994430800000004,105.958008
 môi giới ,1.0,1.0,55.0,chung cư thường,unk,3.6,20.990307,105.813723
 cá nhân ,1.0,1.0,21.0,chung cư mini,full,2.5,20.99909,105.8512717
 cá nhân ,1.0,,30.0,chung cư thường,unk,2.5,20.9599379,105.83375459999999
 cá nhân ,1.0,1.0,40.0,chung cư studio,cơ bản,5.6,21.0510684,105.8117135
 môi giới ,3.0,2.0,100.0,chung cư thường,full,19.0,21.073835100000004,105.8076991
 môi giới ,3.0,2.0,100.0,chung cư thường,cơ bản,13.0,21.073835100000004,105.8076991
 cá nhân ,2.0,1.0,60.0,chung cư thường,full,4.5,21.0052252,105.736722
 môi giới ,3.0,2.0,80.0,chung cư tập thể,full,7.5,21.014161899999998,105.8109676
 môi giới ,1.0,1.0,25.0,chung cư thường,unk,3.5,21.0527849,105.730777
 môi giới ,2.0,1.0,50.0,chung cư thường,full,6.0,21.040681699999997,105.8244788
 môi giới ,1.0,1.0,25.0,chung cư thường,full,3.0,10.7849351,106.6420635
 môi giới ,2.0,1.0,55.0,chung cư mini,full,8.5,21.0213451,105.8331223
 cá nhân ,1.0,1.0,25.0,chung cư mini,full,3.5,21.0060372,105.78084380000001
 môi giới ,1.0,1.0,25.0,chung cư thường,full,3.0,21.01426,105.80396259999999
 cá nhân ,2.0,2.0,51.0,chung cư mini,full,6.5,21.0274867,105.77459040000001
 cá nhân ,1.0,1.0,20.0,chung cư thường,full,2.5,21.0179009,105.86435520000002
 môi giới ,1.0,1.0,30.0,chung cư mini,full cao cấp,3.8,21.006827100000002,105.8152396
 môi giới ,1.0,1.0,30.0,chung cư mini,full,3.6,21.0060372,105.78084380000001
 cá nhân ,1.0,1.0,35.0,chung cư thường,full,4.3,21.0179009,105.86435520000002
 môi giới ,2.0,1.0,80.0,chung cư thường,full,7.0,21.0333475,105.7698529
 môi giới ,1.0,1.0,40.0,chung cư thường,full,8.0,21.0180002,105.7821755
 môi giới ,1.0,1.0,35.0,chung cư mini,unk,4.5,21.041886399999996,105.77551580000001
 môi giới ,1.0,1.0,30.0,chung cư thường,unk,4.0,20.983250899999998,105.8172824
 môi giới ,2.0,2.0,80.0,chung cư thường,full,11.0,21.035339999999998,105.82028400000002
 môi giới ,4.0,2.0,120.0,chung cư thường,nguyên bản,9.0,21.0174168,105.7820991
 môi giới ,1.0,,60.0,chung cư tập thể,cơ bản,7.0,21.009332500000003,105.85527959999999
 môi giới ,1.0,1.0,40.0,chung cư thường,full,5.5,21.0448931,105.8411301
 cá nhân ,1.0,1.0,43.6,chung cư thường,full,2.89,21.001116399999997,105.8667648
 môi giới ,3.0,2.0,133.0,chung cư thường,full cao cấp,10.5,21.0174168,105.7820991
 môi giới ,1.0,1.0,30.0,chung cư thường,unk,4.9,21.019231,105.853881
 cá nhân ,2.0,1.0,45.0,chung cư mini,unk,4.0,21.0026764,105.8222612
 môi giới ,1.0,1.0,42.0,chung cư thường,unk,6.0,21.0353765,105.8204872
 cá nhân ,1.0,1.0,35.0,chung cư thường,full,4.5,21.023422,105.9042091
 môi giới ,1.0,1.0,38.0,chung cư thường,full,9.5,21.0043594,105.7944744
 môi giới ,2.0,2.0,69.0,chung cư thường,full,15.0,21.0105633,105.7994223
 môi giới ,2.0,2.0,72.0,chung cư thường,full,14.0,21.0105633,105.7994223
 cá nhân ,2.0,1.0,80.0,chung cư thường,full,6.0,21.0640504,105.90946140000001
 môi giới ,2.0,2.0,62.0,chung cư thường,full,14.0,21.0105633,105.7994223
 môi giới ,2.0,2.0,62.0,chung cư thường,full,15.0,21.0105633,105.7994223
 môi giới ,1.0,1.0,25.0,chung cư thường,full,3.0,21.0017107,105.8508612
 cá nhân ,2.0,1.0,55.0,chung cư thường,unk,8.0,21.028845899999997,105.83486740000001
 cá nhân ,1.0,1.0,30.0,chung cư mini,full,2.6,20.9864885,105.81869840000002
 cá nhân ,2.0,1.0,55.0,chung cư thường,full,6.0,21.001185600000003,105.81027409999999
 môi giới ,2.0,1.0,64.0,chung cư thường,full,13.5,21.0105633,105.7994223
 cá nhân ,3.0,2.0,100.0,chung cư thường,unk,10.5,21.0021832,105.82011370000001
 môi giới ,2.0,1.0,60.0,chung cư thường,full,14.0,21.0043594,105.7944744
 môi giới ,1.0,1.0,38.0,chung cư thường,full,6.5,20.9970028,105.8244869
 cá nhân ,1.0,1.0,35.0,chung cư mini,unk,2.4,20.9969702,105.89207379999999
 môi giới ,1.0,1.0,48.0,chung cư thường,full,8.0,21.0052252,105.736722
 môi giới ,1.0,1.0,27.0,chung cư mini,unk,3.8,21.0232671,105.7946587
 môi giới ,1.0,1.0,32.0,chung cư mini,unk,3.5,20.9918093,105.8134254
 môi giới ,1.0,1.0,35.0,chung cư studio,full,5.0,21.0105633,105.7994223
 cá nhân ,3.0,2.0,93.0,chung cư thường,unk,10.0,20.9979677,105.84114280000001
 môi giới ,2.0,1.0,50.0,chung cư thường,full,6.5,20.990307,105.813723
 cá nhân ,1.0,1.0,32.0,chung cư thường,full,3.5,21.046345000000002,105.79686670000001
 cá nhân ,3.0,2.0,130.0,chung cư thường,cơ bản,11.0,21.034453600000003,105.76586950000001
 môi giới ,1.0,1.0,55.0,chung cư thường,full,7.5,21.0478137,105.79749879999999
 cá nhân ,3.0,2.0,109.0,chung cư thường,unk,11.0,20.993482399999998,105.8063835
 môi giới ,3.0,2.0,106.0,chung cư thường,cơ bản,10.0,21.0064922,105.7678412
 môi giới ,3.0,2.0,140.0,chung cư thường,unk,17.0,21.0367124,105.7794612
 môi giới ,4.0,2.0,150.0,chung cư thường,full,9.0,21.0288348,105.82139450000001
 môi giới ,3.0,2.0,95.0,chung cư thường,cơ bản,12.0,21.0310421,105.78082930000001
 môi giới ,2.0,1.0,72.0,chung cư thường,full,15.0,21.0105633,105.7994223
 môi giới ,2.0,2.0,54.0,chung cư thường,full cao cấp,5.0,21.0052252,105.736722
 cá nhân ,3.0,2.0,110.0,chung cư thường,full,10.0,21.074642,105.81053600000001
 cá nhân ,3.0,2.0,115.0,chung cư thường,full,7.0,20.947932,105.74645890000002
 môi giới ,1.0,1.0,45.0,chung cư thường,full,7.0,21.03739,105.797615
 môi giới ,3.0,3.0,65.0,chung cư thường,unk,16.3,21.032035399999998,105.8269505
 môi giới ,2.0,2.0,115.0,chung cư thường,cơ bản,15.0,21.0007314,105.8160439
 môi giới ,2.0,2.0,72.0,chung cư thường,full,15.0,21.0043594,105.7944744
 môi giới ,3.0,3.0,83.0,chung cư thường,full,15.0,21.0105633,105.7994223
 môi giới ,3.0,2.0,106.0,chung cư thường,full cao cấp,12.5,21.0326497,105.7701703
 môi giới ,1.0,2.0,90.0,chung cư tập thể,nguyên bản,11.0,21.004942800000002,105.8311091
 môi giới ,1.0,1.0,40.0,chung cư thường,unk,6.0,21.037504600000002,105.8454871
môi giới,1.0,,35.0,chung cư thường,full,4.0,21.0058439,105.76447920000001
môi giới,2.0,,70.0,chung cư thường,cơ bản,8.0,21.008852800000003,105.74391940000001
cá nhân,1.0,1.0,35.0,chung cư studio,full,4.0,21.008852800000003,105.74391940000001
cá nhân,3.0,1.0,100.0,chung cư thường,full,12.0,21.028360100000004,105.8298793
cá nhân,1.0,,38.0,chung cư studio,full,8.0,21.0105633,105.7994223
cá nhân,1.0,,28.0,chung cư studio,cơ bản,5.0,21.0032299,105.77861419999999
cá nhân,3.0,2.0,114.0,chung cư thường,full,8.25,21.0442326,105.7673186
cá nhân,2.0,,60.0,chung cư studio,cơ bản,3.5,21.010520800000002,105.952941
môi giới,2.0,,80.0,chung cư thường,cơ bản,10.0,21.0586359,105.78319920000001
môi giới,3.0,,104.0,chung cư thường,cơ bản,12.0,21.0730201,105.77032870000001
môi giới,2.0,1.0,86.0,chung cư thường,full,7.0,21.0442326,105.7673186
cá nhân,2.0,1.0,60.0,chung cư thường,full,3.5,20.993299,105.962857
môi giới,2.0,,50.0,chung cư studio,full,3.5,21.0024138,105.9641124
môi giới,2.0,2.0,80.0,chung cư thường,full,9.0,21.0442326,105.7673186
môi giới,1.0,,40.0,chung cư thường,full,7.0,21.0607423,105.80900449999999
môi giới,2.0,,80.0,chung cư thường,full,9.0,21.0919168,105.78500220000001
môi giới,3.0,2.0,86.0,chung cư thường,full,7.0,21.0730201,105.77032870000001
cá nhân,2.0,2.0,83.0,chung cư thường,full,9.0,21.0396186,105.7672124
cá nhân,3.0,,90.0,chung cư thường,full,12.0,21.0586359,105.78319920000001
cá nhân,2.0,2.0,72.0,chung cư thường,full,12.0,21.0105633,105.7994223
cá nhân,2.0,,60.0,chung cư studio,cơ bản,3.5,20.9859154,105.93116440000001
cá nhân,2.0,,55.0,chung cư thường,full,9.0,20.958768799999998,105.8463162
môi giới,1.0,,51.0,chung cư studio,full,17.0,21.0105633,105.7994223
cá nhân,2.0,,90.0,chung cư thường,unk,11.0,20.9982638,105.86736670000002
cá nhân,2.0,1.0,54.0,chung cư studio,full,6.0,21.008852800000003,105.74391940000001
cá nhân,3.0,2.0,99.8,chung cư thường,cơ bản,11.0,20.9796125,105.8443534
cá nhân,1.0,1.0,50.0,chung cư thường,full,10.0,21.014854999999997,105.8504718
cá nhân,1.0,,28.0,chung cư studio,cơ bản,5.0,21.0032299,105.77861419999999
cá nhân,1.0,1.0,46.0,chung cư thường,unk,5.25,21.0368026,105.79945390000002
cá nhân,1.0,1.0,58.0,chung cư thường,full,7.0,21.0376771,105.7976502
cá nhân,1.0,,45.0,chung cư thường,full,6.0,21.037621899999998,105.7980848
cá nhân,2.0,,60.0,chung cư thường,unk,5.0,21.0274173,105.8354395
môi giới,2.0,,67.0,chung cư thường,full,9.0,21.076420199999998,105.8260943
môi giới,2.0,2.0,80.0,chung cư thường,full,7.0,21.0838905,105.80848229999998
môi giới,1.0,2.0,40.0,chung cư studio,cơ bản,6.0,21.0729504,105.8022811
cá nhân,1.0,,45.0,chung cư thường,unk,7.0,21.0435412,105.7863629
môi giới,1.0,2.0,60.0,chung cư thường,full,14.0,20.9981973,105.8127529
cá nhân,3.0,2.0,123.0,chung cư thường,full,10.0,21.0718193,105.8054102
môi giới,2.0,,80.0,chung cư thường,full,6.0,21.081348000000002,105.8147429
môi giới,3.0,2.0,96.0,chung cư thường,full,11.0,21.0586359,105.78319920000001
cá nhân,3.0,1.0,76.0,chung cư thường,full,7.0,21.0768702,105.81487079999998
môi giới,1.0,1.0,60.0,chung cư thường,cơ bản,7.0,21.059675600000002,105.80407959999998
môi giới,1.0,2.0,50.0,chung cư thường,cơ bản,7.0,21.0923613,105.7817131
môi giới,2.0,,70.0,chung cư thường,full,7.0,21.081348000000002,105.8147429
cá nhân,1.0,,55.52,chung cư thường,cơ bản,15.0,21.0311,105.8136648
môi giới,2.0,,80.0,chung cư thường,full,9.0,21.076420199999998,105.8260943
cá nhân,1.0,,40.0,chung cư thường,unk,5.0,21.0247538,105.8010085
cá nhân,1.0,1.0,41.0,chung cư thường,full,8.0,21.0024138,105.9641124
cá nhân,3.0,2.0,58.0,chung cư thường,full,7.0,21.070429999999998,105.8091699
môi giới,1.0,,60.0,chung cư thường,full,5.5,21.0768702,105.81487079999998
môi giới,1.0,,35.0,chung cư thường,full,4.0,21.0058439,105.76447920000001
môi giới,2.0,,70.0,chung cư thường,cơ bản,8.0,21.008852800000003,105.74391940000001
cá nhân,1.0,1.0,35.0,chung cư studio,full,4.0,21.008852800000003,105.74391940000001
cá nhân,3.0,1.0,100.0,chung cư thường,full,12.0,21.028360100000004,105.8298793
cá nhân,1.0,,38.0,chung cư studio,full,8.0,21.0105633,105.7994223
cá nhân,1.0,,28.0,chung cư studio,cơ bản,5.0,21.0032299,105.77861419999999
cá nhân,3.0,2.0,114.0,chung cư thường,full,8.25,21.0442326,105.7673186
cá nhân,2.0,,60.0,chung cư studio,cơ bản,3.5,21.010520800000002,105.952941
môi giới,2.0,,80.0,chung cư thường,cơ bản,10.0,21.0586359,105.78319920000001
môi giới,3.0,,104.0,chung cư thường,cơ bản,12.0,21.0730201,105.77032870000001
môi giới,2.0,1.0,86.0,chung cư thường,full,7.0,21.0442326,105.7673186
cá nhân,2.0,1.0,60.0,chung cư thường,full,3.5,20.993299,105.962857
